### This localisation file has been automatically generated ###;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
#   <https://github.com/moretrim/trait-lineariser>            #;;;;;;;;;;;;;;
## UI tweaks;;;;;;;;;;;;;;
relentlessxsucker;§h+1§!                 Relentless, sucker;§h+1§!                 Implacable, gogo;§h+1§!                 Unbarmherzig, trottel;;§h+1§!                 Despiadado, chupóptero;;;;;;;;;
relentlessxsad_sack;§u–2§!                 Relentless, sad sack;§u–2§!                 Implacable, raté;§u–2§!                 Unbarmherzig, trauriger sack;;§u–2§!                 Despiadado, negado;;;;;;;;;
relentlessxunfit;§u–2§!              §R¡¡¡§! Relentless, unfit;§u–2§!              §R¡¡¡§! Implacable, inapte;§u–2§!              §R¡¡¡§! Unbarmherzig, ungeeignet;;§u–2§!              §R¡¡¡§! Despiadado, inútil;;;;;;;;;
relentlessxunqualified;§h+2§!      §u–10%§!   Relentless, unqualified;§h+2§!      §u–10%§!   Implacable, non qualifié;§h+2§!      §u–10%§!   Unbarmherzig, unqualifiziert;;§h+2§!      §u–10%§!   Despiadado, inepto;;;;;;;;;
relentlessxpawn;§h+2§!                 Relentless, pawn;§h+2§!                 Implacable, pion;§h+2§!                 Unbarmherzig, pfand;;§h+2§!                 Despiadado, títere;;;;;;;;;
relentlessxelderly;§h+2§!                 Relentless, elderly;§h+2§!                 Implacable, âgé;§h+2§!                 Unbarmherzig, älter;;§h+2§!                 Despiadado, anciano;;;;;;;;;
relentlessxincompetent;§h+2§!                 Relentless, incompetent;§h+2§!                 Implacable, incompétent;§h+2§!                 Unbarmherzig, inkompetent;;§h+2§!                 Despiadado, incompetente;;;;;;;;;
active_pxwar_college;§h+1§!      §h  +5%§!   Active, war college;§h+1§!      §h  +5%§!   Actif, école militaire;§h+1§!      §h  +5%§!   Aktiv, militärakademie;;§h+1§!      §h  +5%§!   Activo, academia militar;;;;;;;;;
active_pxcavalry_school;§h+2§!      §h  +5%§!   Active, cavalry school;§h+2§!      §h  +5%§!   Actif, école de cavalerie;§h+2§!      §h  +5%§!   Aktiv, kavallerieschule;;§h+2§!      §h  +5%§!   Activo, escuela de caballería;;;;;;;;;
active_pxengineer;          §h+10%§!   Active, engineer;          §h+10%§!   Actif, sapeur;          §h+10%§!   Aktiv, pionier;;          §h+10%§!   Activo, ingenieros;;;;;;;;;
active_pxarmchair_general;          §h+15%§!   Active, armchair general;          §h+15%§!   Actif, général de façade;          §h+15%§!   Aktiv, sesselgeneral;;          §h+15%§!   Activo, general apoltronado;;;;;;;;;
active_pxbureaucrat_speed;          §h+20%§!   Active, bureaucrat speed;          §h+20%§!   Actif, vitesse de bureaucrate;          §h+20%§!   Aktiv, bürokratische geschwindigkeit;;          §h+20%§!   Activo, chupatintas;;;;;;;;;
active_pxgenerals_aide;     §h+1§! §h  +5%§!   Active, general's aide;     §h+1§! §h  +5%§!   Actif, aide de camp;     §h+1§! §h  +5%§!   Aktiv, generalsadjutant;;     §h+1§! §h  +5%§!   Activo, ayudante de campo;;;;;;;;;
active_pxamateur;     §u–1§! §u–20%§!   Active, amateur;     §u–1§! §u–20%§!   Actif, amateur;     §u–1§! §u–20%§!   Aktiv, amateur;;     §u–1§! §u–20%§!   Activo, aficionado;;;;;;;;;
active_pxmadman;          §h  +5%§!§u¿§! Active, madman;          §h  +5%§!§u¿§! Actif, fou;          §h  +5%§!§u¿§! Aktiv, irrer;;          §h  +5%§!§u¿§! Activo, loco;;;;;;;;;
active_pxaristocrat;          §h  +5%§!§h?§! Active, aristocrat;          §h  +5%§!§h?§! Actif, aristocrate;          §h  +5%§!§h?§! Aktiv, aristokrat;;          §h  +5%§!§h?§! Activo, aristócrata;;;;;;;;;
active_pxdrillmaster;          §h  +5%§!§G!!!§! Active, drillmaster;          §h  +5%§!§G!!!§! Actif, sergent instructeur;          §h  +5%§!§G!!!§! Aktiv, zuchtmeister;;          §h  +5%§!§G!!!§! Activo, instructor;;;;;;;;;
active_pxbutcher;          §h  +5%§!   Active, butcher;          §h  +5%§!   Actif, boucher;          §h  +5%§!   Aktiv, schlächter;;          §h  +5%§!   Activo, carnicero;;;;;;;;;
active_pxexranker;          §h  +5%§!§u¿§! Active, exranker;          §h  +5%§!§u¿§! Actif, ancien militaire;          §h  +5%§!§u¿§! Aktiv, ex-gefreiter;;          §h  +5%§!§u¿§! Activo, ascendido desde la tropa;;;;;;;;;
active_pxadventurer;§h+1§!      §h  +5%§!   Active, adventurer;§h+1§!      §h  +5%§!   Actif, aventurier;§h+1§!      §h  +5%§!   Aktiv, abenteurer;;§h+1§!      §h  +5%§!   Activo, aventurero;;;;;;;;;
active_pxdebutante;          §h  +5%§!   Active, debutante;          §h  +5%§!   Actif, débutant;          §h  +5%§!   Aktiv, debütant;;          §h  +5%§!   Activo, debutante;;;;;;;;;
active_pxcolonial_b;     §u–2§! §h+25%§!   Active, colonial;     §u–2§! §h+25%§!   Actif, colonial;     §u–2§! §h+25%§!   Aktiv, kolonial;;     §u–2§! §h+25%§!   Activo, colonial;;;;;;;;;
active_pxdisgraced;          §h  +5%§!   Active, disgraced;          §h  +5%§!   Actif, déshonoré;          §h  +5%§!   Aktiv, in ungnade gefallener;;          §h  +5%§!   Activo, deshonrado;;;;;;;;;
active_pxpriest;          §h  +5%§!   Active, priest;          §h  +5%§!   Actif, prêtre;          §h  +5%§!   Aktiv, priester;;          §h  +5%§!   Activo, sacerdote;;;;;;;;;
active_pxrising_star;          §h  +5%§!   Active, rising star;          §h  +5%§!   Actif, étoile montante;          §h  +5%§!   Aktiv, aufsteigender stern;;          §h  +5%§!   Activo, nueva promesa;;;;;;;;;
active_pxpolitician;          §h  +5%§!§u¿§! Active, politician;          §h  +5%§!§u¿§! Actif, politicien;          §h  +5%§!§u¿§! Aktiv, politiker;;          §h  +5%§!§u¿§! Activo, político;;;;;;;;;
active_pxpoet;§u–1§!      §h  +5%§!§G!!!§! Active, poet;§u–1§!      §h  +5%§!§G!!!§! Actif, poète;§u–1§!      §h  +5%§!§G!!!§! Aktiv, poet;;§u–1§!      §h  +5%§!§G!!!§! Activo, poeta;;;;;;;;;
active_pxcartographer;          §G+45%§!   Active, cartographer;          §G+45%§!   Actif, cartographe;          §G+45%§!   Aktiv, kartograf;;          §G+45%§!   Activo, cartógrafo;;;;;;;;;
active_pxprofessor;§u–1§! §u–1§! §h  +5%§!§G!!!§! Active, professor;§u–1§! §u–1§! §h  +5%§!§G!!!§! Actif, professeur;§u–1§! §u–1§! §h  +5%§!§G!!!§! Aktiv, professor;;§u–1§! §u–1§! §h  +5%§!§G!!!§! Activo, profesor;;;;;;;;;
active_pxold_school;§h+1§! §u–2§! §h  +5%§!§G!!!§! Active, old school;§h+1§! §u–2§! §h  +5%§!§G!!!§! Actif, vieille école;§h+1§! §u–2§! §h  +5%§!§G!!!§! Aktiv, alte schule;;§h+1§! §u–2§! §h  +5%§!§G!!!§! Activo, de la vieja escuela;;;;;;;;;
active_pxeccentric_genius;§h+2§!      §h  +5%§!   Active, eccentric genius;§h+2§!      §h  +5%§!   Actif, génie excentrique;§h+2§!      §h  +5%§!   Aktiv, exzentrisches genie;;§h+2§!      §h  +5%§!   Activo, genio excéntrico;;;;;;;;;
active_pxgifted_administrator;          §h  +5%§!§h?§! Active, gifted administrator;          §h  +5%§!§h?§! Actif, administrateur doué;          §h  +5%§!§h?§! Aktiv, begabter administrator;;          §h  +5%§!§h?§! Activo, gran administrador;;;;;;;;;
active_pxinnovative_tactician;§h+1§!      §h  +5%§!   Active, innovative tactician;§h+1§!      §h  +5%§!   Actif, tacticien novateur;§h+1§!      §h  +5%§!   Aktiv, innovativer taktiker;;§h+1§!      §h  +5%§!   Activo, táctico innovador;;;;;;;;;
active_pxexpert_raider;§h+2§!      §h  +5%§!   Active, expert raider;§h+2§!      §h  +5%§!   Actif, commando expérimenté;§h+2§!      §h  +5%§!   Aktiv, überfallexperte;;§h+2§!      §h  +5%§!   Activo, experto en asaltos;;;;;;;;;
active_pxnatural_born_leader;§h+1§!      §h  +5%§!§h?§! Active, natural born leader;§h+1§!      §h  +5%§!§h?§! Actif, chef naturel;§h+1§!      §h  +5%§!§h?§! Aktiv, geborener anführer;;§h+1§!      §h  +5%§!§h?§! Activo, líder nato;;;;;;;;;
active_pxmegalomaniac;§u–2§!      §h  +5%§!   Active, megalomaniac;§u–2§!      §h  +5%§!   Actif, mégalomane;§u–2§!      §h  +5%§!   Aktiv, megalomane;;§u–2§!      §h  +5%§!   Activo, megalómano;;;;;;;;;
active_pxhated;§h+1§! §h+1§! §h  +5%§!§R¡¡¡§! Active, hated;§h+1§! §h+1§! §h  +5%§!§R¡¡¡§! Actif, odieux;§h+1§! §h+1§! §h  +5%§!§R¡¡¡§! Aktiv, gehasst;;§h+1§! §h+1§! §h  +5%§!§R¡¡¡§! Activo, odiado;;;;;;;;;
active_pxcursed_luck;§h+2§! §h+2§! §h  +5%§!§R¡¡¡§! Active, cursed luck;§h+2§! §h+2§! §h  +5%§!§R¡¡¡§! Actif, malchanceux;§h+2§! §h+2§! §h  +5%§!§R¡¡¡§! Aktiv, vom pech verflucht;;§h+2§! §h+2§! §h  +5%§!§R¡¡¡§! Activo, mala pata;;;;;;;;;
active_pxclueless;§u–1§!      §h  +5%§!§R¡¡¡§! Active, clueless;§u–1§!      §h  +5%§!§R¡¡¡§! Actif, ignorant;§u–1§!      §h  +5%§!§R¡¡¡§! Aktiv, ahnungslos;;§u–1§!      §h  +5%§!§R¡¡¡§! Activo, negado;;;;;;;;;
active_pxdiplomat;          §u  –5%§!   Active, diplomat;          §u  –5%§!   Actif, diplomate;          §u  –5%§!   Aktiv, diplomat;;          §u  –5%§!   Activo, diplomático;;;;;;;;;
active_pxpowerful_friends;          §u  –5%§!   Active, powerful friends;          §u  –5%§!   Actif, amis puissants;          §u  –5%§!   Aktiv, mächtige freunde;;          §u  –5%§!   Activo, de padrinos poderosos;;;;;;;;;
active_pximmoral;          §h  +5%§!§u¿§! Active, immoral;          §h  +5%§!§u¿§! Actif, immoral;          §h  +5%§!§u¿§! Aktiv, unmoralisch;;          §h  +5%§!§u¿§! Activo, inmoral;;;;;;;;;
active_pxwomanizer;          §h  +5%§!§G!!!§! Active, womanizer;          §h  +5%§!§G!!!§! Actif, coureur de jupons;          §h  +5%§!§G!!!§! Aktiv, schürzenjäger;;          §h  +5%§!§G!!!§! Activo, mujeriego;;;;;;;;;
